
 fun P-01 | d 10000 |

 m 100 | t 42.594642792944796 | y -0.0 | x [8 7 9 ... 4 1 5]
 m 10000 | t 3694.9678022789303 | y -0.0 | x [8 7 9 ... 4 1 5]

 fun P-04 | d 1000000 |

 m 100 | t 44.10599373700097 | y 8730.2355 | x [4 7 2 ... 3 8 7]
 m 400 | t 155.89729752892163 | y 8727.18375 | x [10  7  2 ...  6  5  9]
 m 500 | t 192.21363350492902 | y 8723.885 | x [9 2 4 ... 6 5 6]
 m 900 | t 339.58583397592884 | y 8717.549 | x [5 5 3 ... 3 5 7]
 m 1300 | t 487.80475042690523 | y 8715.345 | x [10  5  8 ...  8  8  2]
 m 1600 | t 600.6667929940159 | y 8705.82925 | x [ 0  7 10 ...  7  0  8]
 m 2000 | t 758.8229469609214 | y 8704.8915 | x [0 4 2 ... 6 0 2]
 m 2200 | t 836.7799859489314 | y 8704.3845 | x [ 2  4  5 ... 10  0  4]
 m 2300 | t 873.6940416509751 | y 8695.4485 | x [6 2 6 ... 5 3 7]
 m 3100 | t 1175.0500348429196 | y 8694.976 | x [ 1 10  3 ... 10  1  7]
 m 3200 | t 1212.8261835729936 | y 8690.97675 | x [9 4 8 ... 5 8 2]
 m 3300 | t 1251.2371492929524 | y 8685.47975 | x [9 4 7 ... 8 3 5]
 m 4100 | t 1556.2853484449442 | y 8684.642 | x [4 2 4 ... 5 0 5]
 m 4200 | t 1592.5827694899635 | y 8676.5695 | x [ 2 10  5 ...  3  5  9]
 m 5200 | t 1969.3816503779963 | y 8673.29375 | x [ 0  7  5 ...  2  5 10]
 m 5600 | t 2117.6108880179236 | y 8673.17225 | x [1 1 6 ... 7 0 4]
 m 6100 | t 2307.9177472169977 | y 8672.04025 | x [ 0  2  8 ...  5  0 10]
 m 6300 | t 2382.670052593923 | y 8670.81875 | x [ 2 10  8 ...  8  5  9]
 m 6500 | t 2456.3381681109313 | y 8666.13025 | x [0 2 5 ... 2 4 5]
 m 10000 | t 3684.029890905018 | y -0.0 | x [8 7 9 ... 4 1 5]

 fun P-04 | d 1000000 |

 m 100 | t 45.894506020937115 | y 8730.2355 | x [4 7 2 ... 3 8 7]
 m 7200 | t 2722.5996670780005 | y 8665.108 | x [ 9  4  3 ...  7 10  2]
 m 400 | t 156.32072046597023 | y 8727.18375 | x [10  7  2 ...  6  5  9]
 m 500 | t 193.28732379397843 | y 8723.885 | x [9 2 4 ... 6 5 6]
 m 7500 | t 2835.4437810209347 | y 8658.57525 | x [4 3 3 ... 2 0 9]
 m 900 | t 340.2564532479737 | y 8717.549 | x [5 5 3 ... 3 5 7]
 m 7900 | t 2987.3171611129073 | y 8654.79325 | x [9 2 6 ... 2 0 2]
 m 1300 | t 491.74976425699424 | y 8715.345 | x [10  5  8 ...  8  8  2]
 m 1600 | t 601.732200191007 | y 8705.82925 | x [ 0  7 10 ...  7  0  8]
 m 2000 | t 748.7518996070139 | y 8704.8915 | x [0 4 2 ... 6 0 2]
 m 9100 | t 3441.927220665966 | y 8651.29675 | x [9 4 6 ... 8 3 5]
 m 2200 | t 824.1238643869292 | y 8704.3845 | x [ 2  4  5 ... 10  0  4]
 m 2300 | t 861.7305485539837 | y 8695.4485 | x [6 2 6 ... 5 3 7]
 m 9600 | t 3629.080319111934 | y 8649.14075 | x [5 8 1 ... 3 0 0]
 m 10000 | t 3772.373561749002 | y 8649.14075 | x [5 8 1 ... 3 0 0]

 fun P-05 | d 1000000 |

 m 3100 | t 1159.8886607870227 | y 8694.976 | x [ 1 10  3 ... 10  1  7]
 m 100 | t 51.797374048037454 | y -23348.944184369073 | x [ 3  1 10 ...  6  0  4]
 m 3200 | t 1198.710396762006 | y 8690.97675 | x [9 4 8 ... 5 8 2]
 m 3300 | t 1235.1565430390183 | y 8685.47975 | x [9 4 7 ... 8 3 5]
 m 400 | t 183.5881783849327 | y -23567.50286842845 | x [3 9 4 ... 2 6 9]
 m 4100 | t 1534.8577017409261 | y 8684.642 | x [4 2 4 ... 5 0 5]
 m 4200 | t 1573.0916600070195 | y 8676.5695 | x [ 2 10  5 ...  3  5  9]
 m 1200 | t 530.4336351930397 | y -23848.748573477522 | x [ 8 10  4 ...  4  6  2]
 m 1700 | t 745.4320855350234 | y -23891.034140939428 | x [4 9 6 ... 9 2 6]
 m 5200 | t 1948.8189432249637 | y 8673.29375 | x [ 0  7  5 ...  2  5 10]
 m 2000 | t 876.3344194529345 | y -23994.217398851964 | x [5 5 1 ... 0 9 1]
 m 5600 | t 2099.168766311952 | y 8673.17225 | x [1 1 6 ... 7 0 4]
 m 2400 | t 1050.300056513981 | y -24022.96065954728 | x [2 6 3 ... 7 5 2]
 m 2500 | t 1091.8835446150042 | y -24114.75375712792 | x [3 7 5 ... 0 6 2]
 m 2600 | t 1135.91793542495 | y -24435.64724585405 | x [ 3 10  9 ...  7  2  2]
 m 6100 | t 2284.6971073689638 | y 8672.04025 | x [ 0  2  8 ...  5  0 10]
 m 6300 | t 2360.947709804983 | y 8670.81875 | x [ 2 10  8 ...  8  5  9]
 m 6500 | t 2438.954218595987 | y 8666.13025 | x [0 2 5 ... 2 4 5]
 m 7200 | t 2703.120311960927 | y 8665.108 | x [ 9  4  3 ...  7 10  2]
 m 3800 | t 1655.9257479539374 | y -24530.507312399182 | x [ 1  9 10 ...  4  5  0]
 m 7500 | t 2815.5179952760227 | y 8658.57525 | x [4 3 3 ... 2 0 9]
 m 3900 | t 1698.5055777659873 | y -24547.209505955754 | x [ 2  2  2 ... 10  8  1]
 m 7900 | t 2969.4099006409524 | y 8654.79325 | x [9 2 6 ... 2 0 2]
 m 4700 | t 2044.0399446330266 | y -24557.808321272503 | x [1 8 4 ... 8 4 6]
 m 5100 | t 2223.2739098389866 | y -24656.356556158084 | x [3 8 4 ... 8 8 2]
 m 9100 | t 3430.7357328099897 | y 8651.29675 | x [9 4 6 ... 8 3 5]
 m 5400 | t 2352.5394611459924 | y -24687.55738088321 | x [5 2 7 ... 8 8 4]
 m 5500 | t 2397.147173581994 | y -24717.310236123754 | x [ 7 10  6 ...  1  0  2]
 m 5600 | t 2440.197561354027 | y -24834.7361530995 | x [8 6 2 ... 4 9 6]
 m 9600 | t 3623.5089715529466 | y 8649.14075 | x [5 8 1 ... 3 0 0]
 m 5800 | t 2528.580714541953 | y -24949.671107660848 | x [3 0 2 ... 4 3 1]
 m 10000 | t 3757.6836308659986 | y 8649.14075 | x [5 8 1 ... 3 0 0]

 fun P-05 | d 1000000 |

 m 100 | t 50.9005004420178 | y -23348.944184369073 | x [ 3  1 10 ...  6  0  4]
 m 6400 | t 2788.078839221038 | y -24983.314542237 | x [9 4 0 ... 1 9 7]
 m 400 | t 182.94685354293324 | y -23567.50286842845 | x [3 9 4 ... 2 6 9]
 m 6600 | t 2872.9751104059396 | y -25000.028951352182 | x [0 9 9 ... 2 5 2]
 m 6800 | t 2958.1325292240363 | y -25028.45524703444 | x [9 7 6 ... 7 7 8]
 m 1200 | t 547.496085125953 | y -23848.748573477522 | x [ 8 10  4 ...  4  6  2]
 m 7300 | t 3174.0306414669612 | y -25039.750970112193 | x [ 5  4  2 ... 10  8  6]
 m 7500 | t 3258.5830138099845 | y -25085.995059939996 | x [4 6 4 ... 8 5 6]
 m 7600 | t 3300.4706657569623 | y -25092.560863634237 | x [ 1  8  4 ...  4 10  2]
 m 1700 | t 762.8671200580429 | y -23891.034140939428 | x [4 9 6 ... 9 2 6]
 m 7900 | t 3427.557341116946 | y -25248.18733956921 | x [ 3  4  4 ... 10  8  5]
 m 8000 | t 3469.5715172799537 | y -25269.115479714554 | x [6 7 0 ... 8 8 2]
 m 2000 | t 888.8156616230262 | y -23994.217398851964 | x [5 5 1 ... 0 9 1]
 m 8300 | t 3598.100366333965 | y -25378.75769657142 | x [0 4 2 ... 1 8 2]
 m 2400 | t 1068.815421427018 | y -24022.96065954728 | x [2 6 3 ... 7 5 2]
 m 2500 | t 1114.6412437149556 | y -24114.75375712792 | x [3 7 5 ... 0 6 2]
 m 2600 | t 1157.6947195769753 | y -24435.64724585405 | x [ 3 10  9 ...  7  2  2]
 m 8800 | t 3823.664610147942 | y -25382.091884787984 | x [7 0 7 ... 5 9 9]
 m 9000 | t 3918.143840392935 | y -25460.449611770007 | x [1 7 2 ... 8 5 5]
 m 9700 | t 4222.266826985986 | y -25465.09881183263 | x [ 8  8  0 ... 10  8  5]
 m 3800 | t 1678.3952944299672 | y -24530.507312399182 | x [ 1  9 10 ...  4  5  0]
 m 10000 | t 4334.709073849954 | y -25486.458378034305 | x [5 0 4 ... 1 3 6]
 m 3900 | t 1721.0967250210233 | y -24547.209505955754 | x [ 2  2  2 ... 10  8  1]
 m 4700 | t 2058.417922088993 | y -24557.808321272503 | x [1 8 4 ... 8 4 6]
 m 5100 | t 2225.9278386490187 | y -24656.356556158084 | x [3 8 4 ... 8 8 2]
 m 5400 | t 2351.6635834999615 | y -24687.55738088321 | x [5 2 7 ... 8 8 4]
 m 5500 | t 2393.904028938967 | y -24717.310236123754 | x [ 7 10  6 ...  1  0  2]
 m 5600 | t 2437.334447714966 | y -24834.7361530995 | x [8 6 2 ... 4 9 6]
 m 5800 | t 2524.5173050989397 | y -24949.671107660848 | x [3 0 2 ... 4 3 1]
 m 6400 | t 2781.7471083720447 | y -24983.314542237 | x [9 4 0 ... 1 9 7]
 m 6600 | t 2866.1078993120464 | y -25000.028951352182 | x [0 9 9 ... 2 5 2]
 m 6800 | t 2950.8144971310394 | y -25028.45524703444 | x [9 7 6 ... 7 7 8]
 m 7300 | t 3160.7388260710286 | y -25039.750970112193 | x [ 5  4  2 ... 10  8  6]
 m 7500 | t 3245.1666309529683 | y -25085.995059939996 | x [4 6 4 ... 8 5 6]
 m 7600 | t 3287.800418269937 | y -25092.560863634237 | x [ 1  8  4 ...  4 10  2]
 m 7900 | t 3411.0753879549447 | y -25248.18733956921 | x [ 3  4  4 ... 10  8  5]
 m 8000 | t 3452.7955429309513 | y -25269.115479714554 | x [6 7 0 ... 8 8 2]
 m 8300 | t 3582.7942701190477 | y -25378.75769657142 | x [0 4 2 ... 1 8 2]
 m 8800 | t 3794.7797982679913 | y -25382.091884787984 | x [7 0 7 ... 5 9 9]
 m 9000 | t 3881.107543858001 | y -25460.449611770007 | x [1 7 2 ... 8 5 5]
 m 9700 | t 4176.54946703196 | y -25465.09881183263 | x [ 8  8  0 ... 10  8  5]
 m 10000 | t 4295.163689267938 | y -25486.458378034305 | x [5 0 4 ... 1 3 6]

 fun P-01 | d 1000000 |

 m 100 | t 45.1791647040518 | y 13.865545934768399 | x [4 7 2 ... 3 8 7]
 m 400 | t 157.09266075503547 | y 13.864278430039521 | x [10  7  2 ...  6  5  9]
 m 500 | t 193.3980182420928 | y 13.862907793142298 | x [9 2 4 ... 6 5 6]
 m 900 | t 340.8258756090654 | y 13.860273586663228 | x [5 5 3 ... 3 5 7]
 m 1300 | t 487.29236658406444 | y 13.85935677908129 | x [10  5  8 ...  8  8  2]
 m 1600 | t 599.8270607850282 | y 13.855395566438146 | x [ 0  7 10 ...  7  0  8]
 m 2000 | t 751.2624281250173 | y 13.855004944733501 | x [0 4 2 ... 6 0 2]
 m 2200 | t 826.2666113130981 | y 13.854793733726831 | x [ 2  4  5 ... 10  0  4]
 m 2300 | t 865.0639389520511 | y 13.851068884982727 | x [6 2 6 ... 5 3 7]
 m 3100 | t 1166.735715885996 | y 13.850871813730325 | x [ 1 10  3 ... 10  1  7]
 m 3200 | t 1207.2850509280106 | y 13.849203330894644 | x [9 4 8 ... 5 8 2]
 m 3300 | t 1244.3325747390045 | y 13.846908622565673 | x [9 4 7 ... 8 3 5]
 m 4100 | t 1555.4665807030397 | y 13.84655876705921 | x [4 2 4 ... 5 0 5]
 m 4200 | t 1594.3513218840817 | y 13.84318569885225 | x [ 2 10  5 ...  3  5  9]
 m 5200 | t 1973.081833576085 | y 13.841815962095215 | x [ 0  7  5 ...  2  5 10]
 m 5600 | t 2129.2107594010886 | y 13.84176514670554 | x [1 1 6 ... 7 0 4]
 m 6100 | t 2326.409636490047 | y 13.841291668939212 | x [ 0  2  8 ...  5  0 10]
 m 6300 | t 2404.108297739993 | y 13.840780680805926 | x [ 2 10  8 ...  8  5  9]
 m 6500 | t 2482.071447981056 | y 13.83881861997902 | x [0 2 5 ... 2 4 5]
 m 7200 | t 2752.3267745460616 | y 13.838390671533487 | x [ 9  4  3 ...  7 10  2]
 m 7500 | t 2868.878552114009 | y 13.83565454258491 | x [4 3 3 ... 2 0 9]
 m 7900 | t 3023.112839832087 | y 13.834069490204326 | x [9 2 6 ... 2 0 2]
 m 9100 | t 3488.2120611730497 | y 13.832603421249184 | x [9 4 6 ... 8 3 5]
 m 9600 | t 3678.082880818052 | y 13.831699097312717 | x [5 8 1 ... 3 0 0]
 m 10000 | t 3809.5718793610577 | y 13.831699097312717 | x [5 8 1 ... 3 0 0]

 fun P-02 | d 1000000 |

 m 100 | t 44.85891836194787 | y 3153811.073026462 | x [8 5 5 ... 6 4 4]
 m 200 | t 82.97801082790829 | y 3151266.733570079 | x [10  1  6 ...  7  6  2]
 m 400 | t 157.36542164499406 | y 3150141.9474751395 | x [10  7  2 ...  6  5  9]
 m 700 | t 273.5657526019495 | y 3149024.110539869 | x [10  4 10 ...  3 10  5]
 m 900 | t 353.9882595629897 | y 3148506.54595312 | x [10  7  4 ...  9  9  4]
 m 1100 | t 433.131486094906 | y 3146626.565441795 | x [6 6 1 ... 3 8 7]
 m 1200 | t 472.37029994500335 | y 3146447.2635811707 | x [10  9  6 ...  8  2  4]
 m 1400 | t 551.5145364379277 | y 3146158.400363245 | x [2 0 5 ... 7 1 9]
 m 1600 | t 631.1427699099295 | y 3144005.631709767 | x [0 7 9 ... 7 0 9]
 m 2000 | t 788.7415551749291 | y 3143378.5917657716 | x [2 9 8 ... 6 0 1]
 m 2300 | t 906.973940718919 | y 3138347.6470825477 | x [5 2 8 ... 4 3 7]
 m 3800 | t 1496.9995026949327 | y 3138303.693262516 | x [0 1 9 ... 5 0 5]
 m 4000 | t 1573.9590633529006 | y 3138291.4786489406 | x [0 3 2 ... 3 6 9]
 m 4200 | t 1648.0991229679203 | y 3134694.909186737 | x [ 3 10  5 ...  3  5  9]
 m 5800 | t 2266.1279572430067 | y 3134652.0770386066 | x [10  7  8 ...  4  8  4]
 m 6000 | t 2341.580064713955 | y 3133630.1355243144 | x [5 1 2 ... 7 5 9]
 m 6100 | t 2379.9220851609716 | y 3133287.488316648 | x [ 1  2 10 ...  6  0  5]
 m 6200 | t 2417.5632284109015 | y 3133035.823917495 | x [0 8 3 ... 2 5 4]
 m 6800 | t 2648.24721766694 | y 3130680.11543122 | x [10  7  2 ...  3  0  3]
 m 7700 | t 2990.5534523549723 | y 3130515.1339750886 | x [3 8 4 ... 5 4 2]
 m 8700 | t 3371.9859294999624 | y 3130126.2298302823 | x [ 8  2 10 ...  7  6  0]
 m 9500 | t 3690.153139826958 | y 3129404.156128568 | x [10  2 10 ...  8  1  0]
 m 9800 | t 3806.563441737904 | y 3128391.353176869 | x [8 3 7 ... 3 6 2]
 m 10000 | t 3866.558813703945 | y 3128391.353176869 | x [8 3 7 ... 3 6 2]

 fun P-03 | d 1000000 |

 m 100 | t 45.53536137891933 | y -0.0 | x [8 7 9 ... 4 1 5]
 m 10000 | t 3700.7713165539317 | y -0.0 | x [8 7 9 ... 4 1 5]

 fun P-04 | d 1000000 |

 m 100 | t 46.054815945914015 | y 8730.2355 | x [4 7 2 ... 3 8 7]
 m 400 | t 161.40372768591624 | y 8727.18375 | x [10  7  2 ...  6  5  9]
 m 500 | t 198.1104320680024 | y 8723.885 | x [9 2 4 ... 6 5 6]
 m 900 | t 343.6334731109673 | y 8717.549 | x [5 5 3 ... 3 5 7]
 m 1300 | t 490.4593235059874 | y 8715.345 | x [10  5  8 ...  8  8  2]
 m 1600 | t 598.2155640469864 | y 8705.82925 | x [ 0  7 10 ...  7  0  8]
 m 2000 | t 742.1072550360113 | y 8704.8915 | x [0 4 2 ... 6 0 2]
 m 2200 | t 817.5114317039261 | y 8704.3845 | x [ 2  4  5 ... 10  0  4]
 m 2300 | t 854.7817877049092 | y 8695.4485 | x [6 2 6 ... 5 3 7]
 m 3100 | t 1159.3456888509681 | y 8694.976 | x [ 1 10  3 ... 10  1  7]
 m 3200 | t 1197.3233149189036 | y 8690.97675 | x [9 4 8 ... 5 8 2]
 m 3300 | t 1235.0893382629147 | y 8685.47975 | x [9 4 7 ... 8 3 5]
 m 4100 | t 1539.674927821965 | y 8684.642 | x [4 2 4 ... 5 0 5]
 m 4200 | t 1578.2053318399703 | y 8676.5695 | x [ 2 10  5 ...  3  5  9]
 m 5200 | t 1958.2551151919179 | y 8673.29375 | x [ 0  7  5 ...  2  5 10]
 m 5600 | t 2108.7835696459515 | y 8673.17225 | x [1 1 6 ... 7 0 4]
 m 6100 | t 2295.37744607497 | y 8672.04025 | x [ 0  2  8 ...  5  0 10]
 m 6300 | t 2369.473601159989 | y 8670.81875 | x [ 2 10  8 ...  8  5  9]
 m 6500 | t 2442.1652302069124 | y 8666.13025 | x [0 2 5 ... 2 4 5]
 m 7200 | t 2701.8208907769294 | y 8665.108 | x [ 9  4  3 ...  7 10  2]
 m 7500 | t 2814.308284841012 | y 8658.57525 | x [4 3 3 ... 2 0 9]
 m 7900 | t 2959.7960084049264 | y 8654.79325 | x [9 2 6 ... 2 0 2]
 m 9100 | t 3409.4785264369566 | y 8651.29675 | x [9 4 6 ... 8 3 5]
 m 9600 | t 3592.738504179986 | y 8649.14075 | x [5 8 1 ... 3 0 0]
 m 10000 | t 3729.708391211927 | y 8649.14075 | x [5 8 1 ... 3 0 0]

 fun P-05 | d 1000000 |

 m 100 | t 50.91035869193729 | y -23348.944184369073 | x [ 3  1 10 ...  6  0  4]
 m 400 | t 179.6013548700139 | y -23567.50286842845 | x [3 9 4 ... 2 6 9]
 m 1200 | t 518.45583906502 | y -23848.748573477522 | x [ 8 10  4 ...  4  6  2]
 m 1700 | t 729.4624701569555 | y -23891.034140939428 | x [4 9 6 ... 9 2 6]
 m 2000 | t 854.8097252410371 | y -23994.217398851964 | x [5 5 1 ... 0 9 1]
 m 2400 | t 1023.4852965490427 | y -24022.96065954728 | x [2 6 3 ... 7 5 2]
 m 2500 | t 1065.6196545399725 | y -24114.75375712792 | x [3 7 5 ... 0 6 2]
 m 2600 | t 1109.359077970963 | y -24435.64724585405 | x [ 3 10  9 ...  7  2  2]
 m 3800 | t 1630.8557339550462 | y -24530.507312399182 | x [ 1  9 10 ...  4  5  0]
 m 3900 | t 1672.3771874549566 | y -24547.209505955754 | x [ 2  2  2 ... 10  8  1]
 m 4700 | t 2021.0986981210299 | y -24557.808321272503 | x [1 8 4 ... 8 4 6]
 m 5100 | t 2194.012629681034 | y -24656.356556158084 | x [3 8 4 ... 8 8 2]
 m 5400 | t 2320.5746726830257 | y -24687.55738088321 | x [5 2 7 ... 8 8 4]
 m 5500 | t 2362.445932436036 | y -24717.310236123754 | x [ 7 10  6 ...  1  0  2]
 m 5600 | t 2404.4490651169326 | y -24834.7361530995 | x [8 6 2 ... 4 9 6]
 m 5800 | t 2488.8412421130342 | y -24949.671107660848 | x [3 0 2 ... 4 3 1]
 m 6400 | t 2747.8636361759854 | y -24983.314542237 | x [9 4 0 ... 1 9 7]
 m 6600 | t 2837.15957994794 | y -25000.028951352182 | x [0 9 9 ... 2 5 2]
 m 6800 | t 2923.256361747044 | y -25028.45524703444 | x [9 7 6 ... 7 7 8]
 m 7300 | t 3142.316850694944 | y -25039.750970112193 | x [ 5  4  2 ... 10  8  6]
 m 7500 | t 3229.0287125869654 | y -25085.995059939996 | x [4 6 4 ... 8 5 6]
 m 7600 | t 3271.1306435769657 | y -25092.560863634237 | x [ 1  8  4 ...  4 10  2]
 m 7900 | t 3397.1317014319357 | y -25248.18733956921 | x [ 3  4  4 ... 10  8  5]
 m 8000 | t 3440.0537338770228 | y -25269.115479714554 | x [6 7 0 ... 8 8 2]
 m 8300 | t 3568.7486602569697 | y -25378.75769657142 | x [0 4 2 ... 1 8 2]
 m 8800 | t 3782.012010180042 | y -25382.091884787984 | x [7 0 7 ... 5 9 9]
 m 9000 | t 3867.2558999230387 | y -25460.449611770007 | x [1 7 2 ... 8 5 5]
 m 9700 | t 4163.288156552007 | y -25465.09881183263 | x [ 8  8  0 ... 10  8  5]
 m 10000 | t 4278.281062596943 | y -25486.458378034305 | x [5 0 4 ... 1 3 6]

 fun P-01 | d 1000000 |


 fun P-01 | d 1000000 |

